"module","method","path","files"
"intellicare-wanda","GET","/api/v1/alerts/patient/{patient_id}","MODULARIZACAO\intellicare-wanda\wanda\api\alert_routes.py"
"intellicare-wanda","GET","/api/v1/alerts/queue","MODULARIZACAO\intellicare-wanda\wanda\api\alert_routes.py"
"intellicare-wanda","GET","/api/v1/alerts/stats","MODULARIZACAO\intellicare-wanda\wanda\api\alert_routes.py"
"intellicare-wanda","POST","/api/v1/bot/command","MODULARIZACAO\intellicare-wanda\wanda\api\bot_routes.py"
"intellicare-wanda","GET","/api/v1/bot/commands","MODULARIZACAO\intellicare-wanda\wanda\api\bot_routes.py"
"intellicare-wanda","GET","/api/v1/bot/log","MODULARIZACAO\intellicare-wanda\wanda\api\bot_routes.py"
"intellicare-wanda","GET","/api/v1/bot/metrics","MODULARIZACAO\intellicare-wanda\wanda\api\bot_routes.py"
"intellicare-wanda","GET","/api/v1/bot/status","MODULARIZACAO\intellicare-wanda\wanda\api\bot_routes.py"
"intellicare-wanda","GET","/api/v1/capabilities","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","POST","/api/v1/chat","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/chat/nise/metrics","MODULARIZACAO\intellicare-wanda\wanda\api\nise_routes.py"
"intellicare-wanda","GET","/api/v1/chat/nise/status","MODULARIZACAO\intellicare-wanda\wanda\api\nise_routes.py"
"intellicare-wanda","POST","/api/v1/chat/patient","MODULARIZACAO\intellicare-wanda\wanda\api\nise_routes.py"
"intellicare-wanda","DELETE","/api/v1/chat/patient/session/{session_id}","MODULARIZACAO\intellicare-wanda\wanda\api\nise_routes.py"
"intellicare-wanda","GET","/api/v1/chat/patient/session/{session_id}","MODULARIZACAO\intellicare-wanda\wanda\api\nise_routes.py"
"intellicare-wanda","POST","/api/v1/circuit/{agent_name}/reset","MODULARIZACAO\intellicare-wanda\wanda\api\resilience_routes.py"
"intellicare-wanda","GET","/api/v1/events/coordinations","MODULARIZACAO\intellicare-wanda\wanda\api\event_routes.py"
"intellicare-wanda","POST","/api/v1/events/simulate","MODULARIZACAO\intellicare-wanda\wanda\api\event_routes.py"
"intellicare-wanda","GET","/api/v1/events/stream","MODULARIZACAO\intellicare-wanda\wanda\api\event_routes.py"
"intellicare-wanda","GET","/api/v1/health","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/health/agents/{agent_name}","MODULARIZACAO\intellicare-wanda\wanda\api\resilience_routes.py"
"intellicare-wanda","GET","/api/v1/health/ecosystem","MODULARIZACAO\intellicare-wanda\wanda\api\resilience_routes.py"
"intellicare-wanda","GET","/api/v1/info","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/ips/{patient_id}","MODULARIZACAO\intellicare-wanda\wanda\api\ips_routes.py"
"intellicare-wanda","DELETE","/api/v1/ips/{patient_id}/cache","MODULARIZACAO\intellicare-wanda\wanda\api\ips_routes.py"
"intellicare-wanda","GET","/api/v1/ips/{patient_id}/validate","MODULARIZACAO\intellicare-wanda\wanda\api\ips_routes.py"
"intellicare-wanda","GET","/api/v1/ips/stats","MODULARIZACAO\intellicare-wanda\wanda\api\ips_routes.py"
"intellicare-wanda","GET","/api/v1/mcp/modules","MODULARIZACAO\intellicare-wanda\wanda\api\mcp_routes.py"
"intellicare-wanda","POST","/api/v1/mcp/modules/{module_name}/refresh","MODULARIZACAO\intellicare-wanda\wanda\api\mcp_routes.py"
"intellicare-wanda","GET","/api/v1/mcp/modules/{module_name}/tools","MODULARIZACAO\intellicare-wanda\wanda\api\mcp_routes.py"
"intellicare-wanda","GET","/api/v1/mcp/tools","MODULARIZACAO\intellicare-wanda\wanda\api\mcp_routes.py"
"intellicare-wanda","POST","/api/v1/mcp/tools/{module_name}/{tool_name}","MODULARIZACAO\intellicare-wanda\wanda\api\mcp_routes.py"
"intellicare-wanda","GET","/api/v1/metrics/summary","MODULARIZACAO\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/modules","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/modules/{module_name}","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","POST","/api/v1/modules/discover","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}","MODULARIZACAO\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}/capabilities-history","MODULARIZACAO\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/{agent_name}/history","MODULARIZACAO\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","GET","/api/v1/registry/routing-table","MODULARIZACAO\intellicare-wanda\wanda\api\registry_routes.py"
"intellicare-wanda","POST","/api/v1/route","MODULARIZACAO\intellicare-wanda\wanda\api\app.py"
"intellicare-wanda","POST","/api/v1/routing/explain","MODULARIZACAO\intellicare-wanda\wanda\api\routing_routes.py"
"intellicare-wanda","GET","/api/v1/routing/method","MODULARIZACAO\intellicare-wanda\wanda\api\routing_routes.py"
"intellicare-wanda","GET","/api/v1/slos","MODULARIZACAO\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/slos/history","MODULARIZACAO\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/api/v1/traces/{trace_id}","MODULARIZACAO\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/{trace_id}/fhir","MODULARIZACAO\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/anomalies","MODULARIZACAO\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/traces/patterns","MODULARIZACAO\intellicare-wanda\wanda\api\trace_routes.py"
"intellicare-wanda","GET","/api/v1/workflows/available","MODULARIZACAO\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","POST","/api/v1/workflows/execute","MODULARIZACAO\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","GET","/api/v1/workflows/status/{execution_id}","MODULARIZACAO\intellicare-wanda\wanda\api\workflow_routes.py"
"intellicare-wanda","GET","/docs/{resource}","MODULARIZACAO\intellicare-wanda\fhir_specs_server.py"
"intellicare-wanda","GET","/examples/{resource}","MODULARIZACAO\intellicare-wanda\fhir_specs_server.py"
"intellicare-wanda","GET","/metrics","MODULARIZACAO\intellicare-wanda\wanda\api\metrics_routes.py"
"intellicare-wanda","GET","/schemas/{resource}","MODULARIZACAO\intellicare-wanda\fhir_specs_server.py"
"intellicare-zilda","GET","/api/v1/","MODULARIZACAO\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/establishment/{cnes_code}","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/establishments","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/health","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/ibge/context/{city_code}","MODULARIZACAO\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/info","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/region-context/{city_code}","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/regions","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/rnds/stats/{city_code}","MODULARIZACAO\intellicare-zilda\run_api_lite.py"
"intellicare-zilda","GET","/api/v1/territorial-summary","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","GET","/api/v1/unit-types","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
"intellicare-zilda","POST","/api/v1/validate","MODULARIZACAO\intellicare-zilda\zilda\api\app.py"
